Gene name,ensembl_gene_id,target_id,pval,qval,b,Log2
Rras2,ENSMUSG00000055723,ENSMUST00000069449.6,0.0021417612,0.0456745234,1.0124225271,1.4606169591
Chrd,ENSMUSG00000006958,ENSMUST00000007171.12,5.75240700099441E-07,5.27201135058265E-05,1.010749719,1.4582036072
Pcgf6,ENSMUSG00000025050,ENSMUST00000026032.5,3.76530911935097E-08,5.07531094095111E-06,1.0097643847,1.4567820703
Selenoi,ENSMUSG00000075703,ENSMUST00000132404.7,0.0016189156,0.0369969011,1.0075015238,1.453517452
Thyn1,ENSMUSG00000035443,ENSMUST00000213770.1,6.40884629468161E-05,0.002871032,1.0071532319,1.4530149731
Fam19a5,ENSMUSG00000054863,ENSMUST00000068088.7,0.0011540384,0.0283547656,1.0068917662,1.4526377578
Plekha5,ENSMUSG00000030231,ENSMUST00000203483.1,0.0001028967,0.0042291099,1.0035786243,1.4478579044
Trp63,ENSMUSG00000022510,ENSMUST00000115305.1,0.0005333015,0.0154754401,1.0019097593,1.4454502412
Nsd2,ENSMUSG00000057406,ENSMUST00000114397.8,0.0006333149,0.0177037424,1.0002804829,1.4430996922
Fam49b,ENSMUSG00000022378,ENSMUST00000164532.2,4.76670972119546E-05,0.0022505073,0.9994420686,1.4418901161
Ass1,ENSMUSG00000076441,ENSMUST00000102840.4,0.0004290459,0.0129947666,0.9993654661,1.4417796019
Ttll1,ENSMUSG00000022442,ENSMUST00000016897.11,0.0006993701,0.01921563,0.9952790529,1.4358841539
Msr1,ENSMUSG00000025044,ENSMUST00000170091.2,4.05359378929376E-05,0.0019754464,0.9950897808,1.435611092
Klf5,ENSMUSG00000005148,ENSMUST00000005279.7,7.34351122309106E-05,0.0032217277,0.9943230118,1.4345048782
Serinc5,ENSMUSG00000021703,ENSMUST00000049488.8,2.22320661752077E-12,8.4365304031387E-10,0.9929260793,1.4324895305
Hspa4l,ENSMUSG00000025757,ENSMUST00000204702.2,3.37692568081574E-05,0.0016907929,0.9924063848,1.4317397699
Hspa4l,ENSMUSG00000115951,ENSMUST00000230348.1,3.37692568081574E-05,0.0016907929,0.9924063848,1.4317397699
Baz1a,ENSMUSG00000035021,ENSMUST00000173433.7,6.27305866903834E-07,5.6304907836555E-05,0.9900738443,1.4283746253
Gprc5c,ENSMUSG00000051043,ENSMUST00000053361.11,5.55872002056251E-14,2.6291256754398E-11,0.9886942258,1.4263842565
Ctif,ENSMUSG00000052928,ENSMUST00000165559.1,8.83831272040789E-13,3.57398427281044E-10,0.9872429046,1.4242904426
Riok2,ENSMUSG00000116564,ENSMUST00000024620.6,1.44647373028017E-09,0.000000299,0.986792741,1.4236409938
Itgb8,ENSMUSG00000025321,ENSMUST00000026360.8,0.0004118244,0.012566576,0.985369081,1.4215870867
Gmds,ENSMUSG00000038372,ENSMUST00000041859.8,1.01877626703243E-05,0.0006160689,0.9846616023,1.4205664106
Sptlc2,ENSMUSG00000021036,ENSMUST00000169845.7,0.0008023159,0.0214954463,0.9838163858,1.4193470209
Hsf2,ENSMUSG00000019878,ENSMUST00000220353.1,0.0008767529,0.0228676667,0.9826700481,1.4176932052
Patj,ENSMUSG00000061859,ENSMUST00000107029.7,0.0006675,0.0184777281,0.9819397699,1.4166396364
Obsl1,ENSMUSG00000026211,ENSMUST00000145382.1,9.16105383697025E-05,0.0038211693,0.9799287954,1.4137384136
Scx,ENSMUSG00000034161,ENSMUST00000043089.8,0.000000122,1.4024285602495E-05,0.978531587,1.411722668
Kcne4,ENSMUSG00000047330,ENSMUST00000057262.7,0.0009470116,0.0242466384,0.9781938024,1.4112353477
Cdkn2aipnl,ENSMUSG00000020392,ENSMUST00000102763.4,0.0002336344,0.0080890949,0.9737837727,1.4048730197
Pkp2,ENSMUSG00000041957,ENSMUST00000039408.2,9.09695620860725E-09,1.42151345498098E-06,0.9735779626,1.4045760986
Cd68,ENSMUSG00000018774,ENSMUST00000018918.11,4.77970816394632E-05,0.0022546347,0.9727954046,1.403447106
Hspa4l,ENSMUSG00000025757,ENSMUST00000108086.6,6.33511686720004E-05,0.0028488128,0.9710066371,1.40086646
Hspa4l,ENSMUSG00000115951,ENSMUST00000229561.1,6.33511686720004E-05,0.0028488128,0.9710066371,1.40086646
Hgs,ENSMUSG00000116045,ENSMUST00000026900.13,1.09812145869428E-07,0.000012869,0.9707852343,1.4005470433
Wdr46,ENSMUSG00000024312,ENSMUST00000025170.9,0.0001069719,0.004369022,0.9702192863,1.3997305529
Cdh2,ENSMUSG00000024304,ENSMUST00000115850.1,0.0001553252,0.0059194564,0.9681930002,1.39680724
Acsl6,ENSMUSG00000020333,ENSMUST00000094194.9,4.26952866065331E-05,0.0020598337,0.9679088742,1.3963973329
Vps13a,ENSMUSG00000046230,ENSMUST00000068156.7,1.72271853851899E-09,3.4567261038245E-07,0.967379605,1.3956337588
Dok7,ENSMUSG00000044716,ENSMUST00000050709.3,8.12751237772747E-05,0.0034934498,0.9659111584,1.3935152381
Itsn1,ENSMUSG00000022957,ENSMUST00000095909.9,0.0017305435,0.0386965315,0.965236479,1.3925418815
Gcnt2,ENSMUSG00000021360,ENSMUST00000067778.7,0.0002176829,0.007658143,0.9630899466,1.3894450898
Ahcy,ENSMUSG00000027597,ENSMUST00000054607.15,6.88184689468622E-06,0.000439904,0.9628999375,1.3891709647
Ksr1,ENSMUSG00000018334,ENSMUST00000209031.1,0.0011196584,0.0277157318,0.9616961888,1.3874343224
Pbdc1,ENSMUSG00000031226,ENSMUST00000119477.1,6.83624029169804E-05,0.0030228394,0.9594133094,1.3841408236
Focad,ENSMUSG00000038368,ENSMUST00000097992.9,0.0013996055,0.0330987964,0.9589637919,1.383492307
Ttc9,ENSMUSG00000042734,ENSMUST00000218362.1,2.31260630487574E-10,0.000000057,0.9586590204,1.3830526147
Pkm,ENSMUSG00000032294,ENSMUST00000214571.1,0.001716746,0.0384529331,0.9582248163,1.3824261906
Dlgap4,ENSMUSG00000061689,ENSMUST00000099145.5,8.10248368985345E-15,4.24963236141195E-12,0.9552562438,1.3781434458
Mogs,ENSMUSG00000030036,ENSMUST00000032114.7,8.31956139236116E-05,0.0035512661,0.9534836875,1.3755861875
Ldlrap1,ENSMUSG00000037295,ENSMUST00000037828.7,0.0008486739,0.0223441575,0.9522846908,1.3738564009
Zfand2a,ENSMUSG00000053581,ENSMUST00000110851.7,0.0001420444,0.0054923505,0.9491102296,1.3692766215
Ddx39,ENSMUSG00000005481,ENSMUST00000019576.14,7.95884851507483E-05,0.0034417912,0.9483754553,1.3682165662
Ccl6,ENSMUSG00000018927,ENSMUST00000019071.3,0.0003027915,0.0098827931,0.9477540438,1.367320059
Hacd1,ENSMUSG00000063275,ENSMUST00000114753.7,7.10097408331492E-05,0.0031294501,0.9477187968,1.3672692083
Frrs1,ENSMUSG00000033386,ENSMUST00000195905.4,2.41652357967799E-07,0.000025551,0.9476202784,1.3671270763
Akt2,ENSMUSG00000004056,ENSMUST00000108344.8,6.81087292165571E-06,0.0004378548,0.9468987828,1.3660861782
Mical3,ENSMUSG00000051586,ENSMUST00000204994.1,0.0003940014,0.0121557575,0.9466523982,1.3657307204
Nvl,ENSMUSG00000026516,ENSMUST00000195209.1,0.0015297191,0.0354323619,0.946513902,1.3655309125
Pgd,ENSMUSG00000028961,ENSMUST00000084124.6,4.30972339381203E-06,0.0002962675,0.9453294815,1.3638221549
Ankrd49,ENSMUSG00000031931,ENSMUST00000034406.3,0.0004084675,0.0124929276,0.9444864182,1.3626058717
Vmp1,ENSMUSG00000018171,ENSMUST00000145846.1,0.0001075459,0.0043857019,0.9444819774,1.362599465
Spg21,ENSMUSG00000032388,ENSMUST00000213957.1,0.0002783927,0.0092808662,0.9431455406,1.3606713942
Thrap3,ENSMUSG00000043962,ENSMUST00000151728.1,0.0005061167,0.014828826,0.9415186426,1.3583242766
Panx1,ENSMUSG00000031934,ENSMUST00000164273.8,0.0004038681,0.0124095745,0.9400565628,1.3562149413
Erc1,ENSMUSG00000030172,ENSMUST00000183703.7,0.0007754134,0.0209038038,0.9387126073,1.3542760234
Acsl6,ENSMUSG00000020333,ENSMUST00000127731.1,0.0001561521,0.0059428797,0.9379487374,1.3531739921
Prex1,ENSMUSG00000039621,ENSMUST00000036719.11,3.01078919649216E-08,4.16424376255299E-06,0.9356069974,1.3497955753
Nsun2,ENSMUSG00000021595,ENSMUST00000109699.10,1.98190909441085E-06,0.0001539409,0.9340659044,1.3475722482
Tuba4a,ENSMUSG00000026202,ENSMUST00000186213.6,0.000000662,5.89395671857598E-05,0.933526226,1.3467936568
Slc25a37,ENSMUSG00000034248,ENSMUST00000184497.1,3.43300649182065E-09,6.08216230405402E-07,0.9321917713,1.3448684456
Fah,ENSMUSG00000030630,ENSMUST00000032865.16,0.0009005868,0.0233742216,0.9290877529,1.3403902937
Dupd1,ENSMUSG00000063821,ENSMUST00000073870.6,3.64902829797167E-09,6.31699268066841E-07,0.9287196751,1.3398592696
Kcnq5,ENSMUSG00000028033,ENSMUST00000029667.12,9.35458566743397E-12,3.09226989895906E-09,0.9273527109,1.3378871572
Bzw1,ENSMUSG00000051223,ENSMUST00000188630.6,0.0015196064,0.035316697,0.9237014471,1.3326194971
Trmt6,ENSMUSG00000037376,ENSMUST00000039554.6,2.75572188020944E-09,4.94843576814694E-07,0.9226185797,1.3310572496
Ttll4,ENSMUSG00000033257,ENSMUST00000113678.1,0.0001649344,0.0062053038,0.9222344488,1.3305030658
Atp6v1a,ENSMUSG00000052459,ENSMUST00000114666.8,3.1044633132347E-07,3.14231549517433E-05,0.9211795036,1.3289811016
Smarcc1,ENSMUSG00000032481,ENSMUST00000088716.11,3.60903526268099E-07,3.59363580770677E-05,0.9208680356,1.3285317483
Stam,ENSMUSG00000026718,ENSMUST00000193636.5,0.000406466,0.0124677017,0.920712818,1.3283078166
Jpt1,ENSMUSG00000020737,ENSMUST00000021083.6,5.63663594562115E-12,0.000000002,0.9190324429,1.3258835477
Nav2,ENSMUSG00000052512,ENSMUST00000184945.7,1.2683374752234E-14,6.39882295952466E-12,0.918875839,1.3256576161
Rpl12,ENSMUSG00000038900,ENSMUST00000154340.7,2.40229639233946E-06,0.0001815362,0.9184741819,1.3250781474
Pam,ENSMUSG00000026335,ENSMUST00000058762.14,3.82158347469478E-07,3.76984620865934E-05,0.9172583166,1.3233240246
Incenp,ENSMUSG00000024660,ENSMUST00000025562.7,0.0010319862,0.026044499,0.9148561381,1.3198584135
Map1b,ENSMUSG00000052727,ENSMUST00000064762.5,0.0018481264,0.0407580348,0.9144638699,1.3192924902
Plekhn1,ENSMUSG00000078485,ENSMUST00000219227.1,0.001367087,0.0324166078,0.9129647603,1.3171297321
Plekhn1,ENSMUSG00000078485,ENSMUST00000219227.1,0.001367087,0.0324166078,0.9129647603,1.3171297321
Pctp,ENSMUSG00000020553,ENSMUST00000020864.8,0.0002949053,0.0096670905,0.9119466621,1.315660927
Slc4a3,ENSMUSG00000006576,ENSMUST00000027415.11,0.000001699,0.0001345272,0.910866233,1.3141021973
Fam129b,ENSMUSG00000026796,ENSMUST00000028135.14,1.90851280922983E-09,3.73852919696742E-07,0.9104972463,1.313569862
Ptprq,ENSMUSG00000035916,ENSMUST00000050702.8,0.0008344208,0.0220788086,0.9059489696,1.3070080858
Aebp2,ENSMUSG00000030232,ENSMUST00000032359.14,4.23227778274043E-11,1.22511721849786E-08,0.9051198777,1.305811959
Gramd1a,ENSMUSG00000001248,ENSMUST00000001280.13,3.60901844629996E-05,0.001786734,0.9048386526,1.3054062369
Vcpkmt,ENSMUSG00000049882,ENSMUST00000058639.9,0.0001912294,0.0069669825,0.9026032141,1.3021811809
Park7,ENSMUSG00000028964,ENSMUST00000132265.1,0.0002264771,0.0079189267,0.9012483162,1.3002264765
Tgfbr1,ENSMUSG00000007613,ENSMUST00000007757.14,2.99980298010949E-13,1.32423802721117E-10,0.8978582667,1.2953356688
2610301B20Rik,ENSMUSG00000059482,ENSMUST00000080517.13,0.0003796553,0.011833504,0.8972845054,1.2945079063
Kremen1,ENSMUSG00000020393,ENSMUST00000151978.1,0.0004011647,0.0123408234,0.8941240038,1.2899482662
Bcl3,ENSMUSG00000053175,ENSMUST00000120537.7,0.0006075409,0.0171221292,0.8940603951,1.2898564982
Ttll12,ENSMUSG00000016757,ENSMUST00000016901.4,7.66331358200917E-05,0.003338394,0.8936852306,1.2893152503
Esd,ENSMUSG00000021996,ENSMUST00000022573.16,0.0023843155,0.0494729128,0.8928009328,1.2880394782
Ahnak,ENSMUSG00000069833,ENSMUST00000092955.9,7.86339141802031E-06,0.0004947119,0.8901481907,1.2842123804
Pak1,ENSMUSG00000030774,ENSMUST00000033040.11,0.0003177748,0.010239346,0.8865800389,1.2790646254
Myl12a,ENSMUSG00000024048,ENSMUST00000148960.7,8.18592227403389E-05,0.0035111973,0.8863553643,1.2787404886
Golt1b,ENSMUSG00000030245,ENSMUST00000032372.6,0.0010488421,0.0263194279,0.8854662777,1.2774578077
Iqcb1,ENSMUSG00000022837,ENSMUST00000023535.3,0.000051764,0.0024202061,0.8840786902,1.275455942
Slc35e4,ENSMUSG00000048807,ENSMUST00000051207.1,0.0005816747,0.0165704219,0.8814464642,1.2716584427
Tlr4,ENSMUSG00000039005,ENSMUST00000048096.11,2.32517760685357E-09,4.29169454243394E-07,0.8785899742,1.2675373988
Pdpn,ENSMUSG00000028583,ENSMUST00000030317.13,0.000344687,0.0109270513,0.8781231264,1.2668638797
Pdpn,ENSMUSG00000096951,ENSMUST00000181754.7,0.000344687,0.0109270513,0.8781231264,1.2668638797
E130308A19Rik,ENSMUSG00000045071,ENSMUST00000070150.10,0.0002823171,0.0093704158,0.8770063428,1.2652527015
Rexo2,ENSMUSG00000032026,ENSMUST00000213508.1,0.0001731763,0.0064376626,0.8761053344,1.2639528212
Sec14l1,ENSMUSG00000020823,ENSMUST00000021177.14,6.52097033950225E-05,0.0029077051,0.8753390296,1.2628472771
Dysf,ENSMUSG00000033788,ENSMUST00000113821.7,0.000019494,0.0010790561,0.8740409257,1.2609745091
Klc1,ENSMUSG00000021288,ENSMUST00000120544.8,0.0001770701,0.006559394,0.8737410156,1.2605418302
Ddx27,ENSMUSG00000017999,ENSMUST00000018143.15,0.0002723264,0.0091245713,0.8732715159,1.2598644853
Gnb1l,ENSMUSG00000000884,ENSMUST00000115600.3,0.0023455397,0.0488844499,0.8731280251,1.2596574719
Perp,ENSMUSG00000019851,ENSMUST00000019998.8,0.0001271677,0.005019712,0.8725326709,1.2587985574
Gatad2a,ENSMUSG00000036180,ENSMUST00000116463.3,0.0020877423,0.0448828712,0.8721746223,1.2582820024
Hmces,ENSMUSG00000030060,ENSMUST00000032141.13,0.000111252,0.0045090696,0.8720721521,1.2581341692
Slc30a4,ENSMUSG00000005802,ENSMUST00000005952.10,9.80836876974141E-07,8.36583570827974E-05,0.8715746623,1.2574164431
Slc30a4,ENSMUSG00000111214,ENSMUST00000216932.1,9.80836876974141E-07,8.36583570827974E-05,0.8715746623,1.2574164431
Fam214b,ENSMUSG00000036002,ENSMUST00000107958.7,0.0016248204,0.0370408116,0.8676154864,1.2517045597
Thg1l,ENSMUSG00000011254,ENSMUST00000011398.12,4.48654947628685E-05,0.0021469375,0.8668733238,1.2506338453
Snrpa1,ENSMUSG00000030512,ENSMUST00000153609.7,1.20694675957459E-05,0.0007167667,0.8650851764,1.248054094
Lsm6,ENSMUSG00000031683,ENSMUST00000051867.6,0.0005945274,0.0168687197,0.8645622111,1.2472996145
Aatf,ENSMUSG00000018697,ENSMUST00000018841.2,0.0002478911,0.0084774264,0.8610768172,1.242271254
Txnrd3,ENSMUSG00000000811,ENSMUST00000000828.12,1.53723828528318E-08,2.30636912437939E-06,0.8606288274,1.2416249414
Rfx1,ENSMUSG00000031706,ENSMUST00000005600.5,0.000014592,0.0008494323,0.8600289487,1.2407594993
Hgh1,ENSMUSG00000022554,ENSMUST00000023213.7,0.0004202752,0.0127876161,0.8583145979,1.238286214
Rab3gap2,ENSMUSG00000039318,ENSMUST00000193482.1,0.0002829996,0.009387187,0.8552412269,1.2338522768
Lrrc8b,ENSMUSG00000070639,ENSMUST00000112707.2,2.03112161085744E-07,2.19133615258557E-05,0.8530571023,1.230701251
Gstcd,ENSMUSG00000028018,ENSMUST00000029651.10,0.0021156518,0.0453184082,0.8529020113,1.230477502
Ndfip2,ENSMUSG00000053253,ENSMUST00000138283.1,9.48437328949358E-05,0.0039343438,0.8522655856,1.2295593339
Alg3,ENSMUSG00000033809,ENSMUST00000045918.14,0.0003999948,0.0123119835,0.8522179473,1.2294906064
Cyp1b1,ENSMUSG00000024087,ENSMUST00000024894.1,6.24186111795788E-05,0.0028188415,0.8511794547,1.2279923781
Zfp503,ENSMUSG00000039081,ENSMUST00000043409.8,2.40113050336544E-05,0.0012719509,0.8471004729,1.2221076515
Nup210,ENSMUSG00000030091,ENSMUST00000032179.13,0.0001502465,0.0057548877,0.8470462338,1.2220294009
Coq8b,ENSMUSG00000003762,ENSMUST00000003860.12,4.48294865911063E-06,0.0003048463,0.846290208,1.2209386862
Dmpk,ENSMUSG00000030409,ENSMUST00000140742.1,0.0002173234,0.007658143,0.845774327,1.2201944273
Slc44a1,ENSMUSG00000028412,ENSMUST00000102911.9,1.68752041442016E-08,2.48313941425219E-06,0.8446036231,1.2185054585
Ccr1,ENSMUSG00000025804,ENSMUST00000026911.5,0.0009264252,0.0238230689,0.8422417671,1.2150980206
Zdhhc14,ENSMUSG00000034265,ENSMUST00000089185.4,0.000014751,0.0008558646,0.8415448057,1.2140925178
Bex1,ENSMUSG00000050071,ENSMUST00000058125.8,6.86243867225979E-06,0.0004395695,0.8399487142,1.2117898446
Mcm6,ENSMUSG00000026355,ENSMUST00000027601.10,4.60921635324149E-07,4.40729274152096E-05,0.8393091771,1.2108671876
Ptpn2,ENSMUSG00000024539,ENSMUST00000122412.1,2.29848490412771E-05,0.0012311187,0.83845523,1.2096352023
Stim2,ENSMUSG00000039156,ENSMUST00000201198.1,0.000040293,0.0019672287,0.8375893657,1.2083860243
Bin1,ENSMUSG00000024381,ENSMUST00000025239.7,1.81101600991005E-05,0.0010109057,0.835888741,1.2059325413
Galk2,ENSMUSG00000027207,ENSMUST00000094604.8,0.0002167788,0.0076454219,0.8351164593,1.2048183744
Prmt3,ENSMUSG00000030505,ENSMUST00000032715.12,4.65345739186851E-09,7.87564212202717E-07,0.8348156525,1.2043844019
Slc33a1,ENSMUSG00000027822,ENSMUST00000029402.14,0.0001216352,0.0048556019,0.8329656237,1.2017153745
Zpr1,ENSMUSG00000032078,ENSMUST00000156440.7,4.16944689741483E-07,4.07505738923904E-05,0.8303229311,1.197902775
Best3,ENSMUSG00000020169,ENSMUST00000020378.4,4.22410613876672E-05,0.0020453709,0.8288164985,1.1957294522
Tbc1d1,ENSMUSG00000029174,ENSMUST00000043893.12,4.10142146579649E-05,0.0019945222,0.8280809279,1.1946682481
Rpl31,ENSMUSG00000073702,ENSMUST00000086535.11,0.0001040924,0.0042645683,0.8276135533,1.1939939691
Lrp4,ENSMUSG00000027253,ENSMUST00000028689.3,8.3664085347097E-12,2.80502379309606E-09,0.8269131153,1.1929834507
Nemp1,ENSMUSG00000040195,ENSMUST00000048099.4,7.0300521212684E-06,0.0004475997,0.8261276929,1.1918503257
Tmem97,ENSMUSG00000037278,ENSMUST00000103242.4,0.0002993025,0.0097870071,0.8256688741,1.19118839
Slc11a2,ENSMUSG00000023030,ENSMUST00000138843.7,4.91428499784996E-09,8.23811453136411E-07,0.8240418709,1.1888411206
Ubash3b,ENSMUSG00000032020,ENSMUST00000044155.14,0.0005040706,0.0148016264,0.8223634534,1.186419676
E2f6,ENSMUSG00000057469,ENSMUST00000220707.1,0.0011268298,0.027867207,0.8219503246,1.1858236571
Net1,ENSMUSG00000021215,ENSMUST00000099946.5,3.73443203688078E-06,0.0002630639,0.8209871929,1.1844341519
Gse1,ENSMUSG00000031822,ENSMUST00000180448.2,0.0009104411,0.0235607217,0.8207062926,1.1840288984
Vars,ENSMUSG00000007029,ENSMUST00000087315.13,2.74492178674946E-07,2.84046781803307E-05,0.8196187632,1.1824599251
Nipsnap3b,ENSMUSG00000015247,ENSMUST00000015391.9,0.0004179366,0.0127237665,0.8162557372,1.1776081042
Ric8a,ENSMUSG00000025485,ENSMUST00000123925.7,0.0011031067,0.027369963,0.815570848,1.1766200179
Sh3d19,ENSMUSG00000028082,ENSMUST00000182666.7,0.0002740386,0.0091645501,0.8145597914,1.1751613715
Atf6,ENSMUSG00000026663,ENSMUST00000027974.6,4.27771336473722E-12,1.5106887338015E-09,0.8134178258,1.1735138635
Rfc5,ENSMUSG00000029363,ENSMUST00000086461.12,6.68265891248E-05,0.0029673134,0.8130357437,1.1729626355
Ubtd1,ENSMUSG00000025171,ENSMUST00000026170.1,0.0001001666,0.0041260691,0.8129245467,1.1728022122
Obsl1,ENSMUSG00000026211,ENSMUST00000155084.7,0.0002178623,0.007658143,0.8126292346,1.1723761669
Nepro,ENSMUSG00000036208,ENSMUST00000048788.13,0.0005037269,0.0148016264,0.8122112815,1.171773188
Nle1,ENSMUSG00000020692,ENSMUST00000103213.9,0.0005743175,0.0164450378,0.8055062674,1.1620998973
Clock,ENSMUSG00000029238,ENSMUST00000202651.3,6.3748833149915E-08,8.02129914121246E-06,0.8053887589,1.1619303685
Ninj1,ENSMUSG00000037966,ENSMUST00000049022.14,1.54289693993053E-06,0.0001241162,0.8049824204,1.161344146
Ddr1,ENSMUSG00000003534,ENSMUST00000097333.9,0.0022526266,0.0473901458,0.8026427414,1.1579687027
Acot9,ENSMUSG00000025287,ENSMUST00000026324.9,4.86219995089905E-09,8.17667676187224E-07,0.8019853564,1.1570202965
Myo10,ENSMUSG00000022272,ENSMUST00000110457.7,0.0009110402,0.0235647128,0.8014765273,1.1562862114
Eml5,ENSMUSG00000051166,ENSMUST00000065716.7,0.0001695245,0.0063408364,0.8001221877,1.1543323123
Rab3gap2,ENSMUSG00000039318,ENSMUST00000194740.5,6.38591851103836E-10,1.42134983733292E-07,0.7999049924,1.1540189656
Stk11ip,ENSMUSG00000026213,ENSMUST00000113553.1,0.0010464763,0.0262725077,0.7954680749,1.1476178468
Med11,ENSMUSG00000018923,ENSMUST00000019067.7,0.0002761852,0.009224691,0.794893282,1.1467885959
Dcaf8,ENSMUSG00000026554,ENSMUST00000192031.1,5.47846291323392E-05,0.0025323788,0.7946024447,1.1463690065
Utp18,ENSMUSG00000054079,ENSMUST00000066888.9,4.66589793920186E-07,4.44544265347734E-05,0.7945990456,1.1463641026
Tyw1,ENSMUSG00000056310,ENSMUST00000040213.12,2.96733538251031E-07,3.02868318338572E-05,0.7938282444,1.1452520715
Bri3bp,ENSMUSG00000037905,ENSMUST00000198811.1,0.0017745521,0.0394144013,0.7932090609,1.1443587785
Uprt,ENSMUSG00000073016,ENSMUST00000087867.5,0.000002036,0.0001569878,0.7900971925,1.1398693015
Anxa7,ENSMUSG00000021814,ENSMUST00000224410.1,0.000009024,0.0005545567,0.7892605158,1.1386622322
Impdh2,ENSMUSG00000062867,ENSMUST00000194904.1,0.0011659893,0.0285821164,0.7878161092,1.1365783939
B4galt5,ENSMUSG00000017929,ENSMUST00000109221.8,7.94618811550796E-05,0.0034417912,0.7876246936,1.1363022395
Tmf1,ENSMUSG00000030059,ENSMUST00000124173.7,9.1073820370295E-06,0.0005570962,0.786893389,1.13524719
Popdc3,ENSMUSG00000019848,ENSMUST00000019994.13,2.18125340321002E-05,0.0011754582,0.7861679737,1.134200637
Utp14a,ENSMUSG00000063785,ENSMUST00000080713.4,0.0001626862,0.0061318376,0.7820359883,1.1282394422
Cinp,ENSMUSG00000021276,ENSMUST00000220631.1,0.0014582504,0.0341502655,0.7813529957,1.1272540921
Rtn4,ENSMUSG00000020458,ENSMUST00000102843.9,2.79492889460615E-06,0.0002076518,0.7799714522,1.1252609461
Imp4,ENSMUSG00000026127,ENSMUST00000027303.13,2.653757424053E-08,0.000003719,0.779482866,1.1245560653
Gclm,ENSMUSG00000028124,ENSMUST00000149983.3,0.0008210789,0.0218169697,0.7786847772,1.1234046665
Mical2,ENSMUSG00000038244,ENSMUST00000037991.11,1.38269479170438E-07,1.55841470640332E-05,0.778171637,1.1226643616
Mical2,ENSMUSG00000038244,ENSMUST00000037991.11,1.38269479170438E-07,1.55841470640332E-05,0.778171637,1.1226643616
Tlr6,ENSMUSG00000051498,ENSMUST00000062315.5,0.0002325663,0.00807484,0.7777470186,1.1220517668
Cdh19,ENSMUSG00000047216,ENSMUST00000094626.4,0.0006585217,0.018273374,0.7777357071,1.1220354478
Prune2,ENSMUSG00000039126,ENSMUST00000087689.4,0.0001602917,0.0060607656,0.7768286532,1.1207268456
Wdr73,ENSMUSG00000025722,ENSMUST00000026816.14,0.000124536,0.0049490218,0.7756583044,1.1190383891
Nol12,ENSMUSG00000033099,ENSMUST00000041164.3,0.0019475845,0.0424611364,0.7746930088,1.117645762
Qpctl,ENSMUSG00000030407,ENSMUST00000032566.2,0.000098647,0.0040698036,0.7743960543,1.1172173472
Ube2j1,ENSMUSG00000028277,ENSMUST00000029944.12,0.0016486146,0.0374013115,0.7740019374,1.1166487567
Tubb2a,ENSMUSG00000058672,ENSMUST00000056427.9,3.47044335849061E-09,6.09835691436937E-07,0.7737005309,1.1162139191
Znhit6,ENSMUSG00000074182,ENSMUST00000199033.4,0.0005756207,0.0164645537,0.7733912705,1.1157677506
Rnf41,ENSMUSG00000025373,ENSMUST00000096386.12,0.0002787132,0.0092827745,0.7726455969,1.114691971
Ivns1abp,ENSMUSG00000023150,ENSMUST00000186745.1,3.28390160363595E-07,3.31348799332204E-05,0.7715417718,1.113099488
Abhd2,ENSMUSG00000039202,ENSMUST00000037315.12,2.73590238602427E-08,3.81391992354904E-06,0.7712987101,1.1127488241
Cnot6l,ENSMUSG00000034724,ENSMUST00000155901.7,3.68367643725328E-05,0.0018169031,0.7679114241,1.1078620034
Kctd7,ENSMUSG00000034110,ENSMUST00000040616.8,1.48817656242746E-05,0.0008596857,0.7661005027,1.1052493961
Xpnpep3,ENSMUSG00000022401,ENSMUST00000163754.8,5.80738473019248E-07,5.30404467780148E-05,0.7632776111,1.1011768243
Zrsr2,ENSMUSG00000031370,ENSMUST00000090840.9,0.0002421912,0.0083309046,0.7630799314,1.1008916328
Ypel2,ENSMUSG00000018427,ENSMUST00000018571.4,9.40431461592733E-09,1.46092304442674E-06,0.7626361541,1.1002513975
Akirin1,ENSMUSG00000023075,ENSMUST00000102636.3,0.0011671152,0.0285964818,0.7624378788,1.0999653468
Dtna,ENSMUSG00000024302,ENSMUST00000221880.1,0.0016025917,0.0366871617,0.7619780205,1.0993019114
Mettl16,ENSMUSG00000010554,ENSMUST00000010698.12,0.0003108936,0.0100637432,0.76035194,1.0969559731
Pum3,ENSMUSG00000041360,ENSMUST00000076219.4,0.0004070091,0.0124771384,0.7581498784,1.0937790698
Cobl,ENSMUSG00000020173,ENSMUST00000109651.8,0.0002307415,0.0080414914,0.7580837083,1.0936836065
Tmem214,ENSMUSG00000038828,ENSMUST00000202951.3,0.0015976456,0.0366214103,0.7580339675,1.0936118457
Cxcl14,ENSMUSG00000021508,ENSMUST00000021970.10,0.000000103,1.21265012975533E-05,0.757710194,1.0931447393
Mpp6,ENSMUSG00000038388,ENSMUST00000204545.2,0.0002418074,0.0083231088,0.7573750344,1.0926612062
Rpl28,ENSMUSG00000030432,ENSMUST00000078432.4,0.0001578449,0.005980772,0.7572143252,1.0924293518
Macf1,ENSMUSG00000028649,ENSMUST00000134458.7,6.02924147257519E-10,1.3533347818929E-07,0.7569417626,1.0920361271
Tmlhe,ENSMUSG00000079834,ENSMUST00000115964.2,9.40852733316123E-08,1.12505173458138E-05,0.7547714538,1.0889050334
