Gene name,ensembl_gene_id,target_id,pval,qval,b,Log2
Scn5a,ENSMUSG00000032511,ENSMUST00000120420.1,5.66736620199162E-07,0.000052224,6.648269939,9.5914260715
Asxl1,ENSMUSG00000042548,ENSMUST00000227428.1,6.26545870579492E-08,7.90238438147796E-06,6.594181885,9.5133935042
Nrcam,ENSMUSG00000020598,ENSMUST00000220123.1,2.03644893725949E-17,1.54109727933496E-14,6.5259133217,9.4149027864
Bace1,ENSMUSG00000032086,ENSMUST00000078111.10,3.79411824725512E-14,1.8783722047836E-11,6.492339086,9.3664654032
Uckl1,ENSMUSG00000089917,ENSMUST00000129469.7,6.12512759392615E-09,9.94480649402138E-07,6.4645132584,9.3263212196
Stra6l,ENSMUSG00000028327,ENSMUST00000030011.5,9.89821212557947E-07,8.41634014331174E-05,6.2175255204,8.9699932349
Marveld2,ENSMUSG00000021636,ENSMUST00000225754.1,1.86751571876432E-08,2.71035370329047E-06,6.2098193315,8.9588755543
Slc10a4,ENSMUSG00000029219,ENSMUST00000031127.10,2.42786186733241E-07,2.55688124648509E-05,6.1225640803,8.8329928361
Brap,ENSMUSG00000029458,ENSMUST00000140996.5,0.0003816739,0.0118652639,6.0606007055,8.7435985827
Smc2,ENSMUSG00000028312,ENSMUST00000102915.9,3.09068943599289E-10,7.34184266784086E-08,6.0278980584,8.6964186359
Stra6l,ENSMUSG00000028327,ENSMUST00000107782.7,6.7843274082874E-12,2.30375753717441E-09,5.9891912373,8.6405764969
Fam83h,ENSMUSG00000046761,ENSMUST00000170153.1,1.09752871226305E-06,9.24314602141664E-05,5.9754189969,8.6207073541
Fam160a1,ENSMUSG00000051000,ENSMUST00000118408.7,5.49566390352887E-10,1.24411027334032E-07,5.8598732509,8.4540100793
Stx11,ENSMUSG00000039232,ENSMUST00000042861.6,1.36158910466651E-06,0.0001118255,5.8484498858,8.4375296472
Cp,ENSMUSG00000003617,ENSMUST00000108325.8,3.05476015394241E-07,3.10594644212651E-05,5.817165597,8.3923959588
Tekt1,ENSMUSG00000020799,ENSMUST00000108503.8,0.0020596346,0.0445326617,5.8162966476,8.3911423298
Sh3pxd2a,ENSMUSG00000053617,ENSMUST00000111800.2,1.45374120615322E-05,0.0008479397,5.7912669491,8.355032108
Sspn,ENSMUSG00000030255,ENSMUST00000111702.7,2.37210424279313E-09,4.3480096212277E-07,5.7728468675,8.3284575476
Ank1,ENSMUSG00000031543,ENSMUST00000084038.10,0.0005230437,0.0152404812,5.7479292026,8.292508956
Myo5a,ENSMUSG00000034593,ENSMUST00000136731.7,2.11992706485683E-06,0.0001629882,5.5860430867,8.0589566593
Hnrnpa1,ENSMUSG00000046434,ENSMUST00000231141.1,1.45255297848154E-08,2.1921962657864E-06,5.5654892328,8.0293037163
Mcrs1,ENSMUSG00000037570,ENSMUST00000163506.2,3.19840958983727E-06,0.0002314609,5.5533620614,8.0118079063
Krt8,ENSMUSG00000049382,ENSMUST00000023952.9,1.50914132576442E-40,1.33239572416198E-36,5.5398898301,7.9923715849
U90926,ENSMUSG00000029409,ENSMUST00000201332.3,1.19418823528898E-08,1.81780843068859E-06,5.5090299486,7.9478501869
Arhgef2,ENSMUSG00000028059,ENSMUST00000170653.8,0.0002940415,0.0096544503,5.4830336772,7.9103454952
Orm2,ENSMUSG00000061540,ENSMUST00000075341.3,1.16237880370648E-12,4.66474942187449E-10,5.4487984189,7.8609544578
Ttyh1,ENSMUSG00000030428,ENSMUST00000032594.12,5.2429352685163E-08,6.70855096567908E-06,5.44073094,7.849315546
Hacd1,ENSMUSG00000063275,ENSMUST00000091429.11,2.16735564935151E-05,0.001169581,5.313940712,7.6663959127
Smox,ENSMUSG00000027333,ENSMUST00000110189.8,0.0005679344,0.0163151787,5.3126955212,7.6645994823
Tmem9,ENSMUSG00000026411,ENSMUST00000165125.7,1.71696406527425E-07,1.87918878987133E-05,5.3112756888,7.662551097
Myc,ENSMUSG00000022346,ENSMUST00000161976.7,2.80527822945954E-07,2.89112847566459E-05,5.3069001172,7.6562384816
Myc,ENSMUSG00000022346,ENSMUST00000022971.7,2.80527822945954E-07,2.89112847566459E-05,5.3069001172,7.6562384816
Fam214b,ENSMUSG00000036002,ENSMUST00000135067.7,0.0021153944,0.0453184082,5.2968058897,7.6416755896
Acbd5,ENSMUSG00000026781,ENSMUST00000114523.9,0.0009423933,0.0241633105,5.2800790161,7.6175438121
Cobl,ENSMUSG00000020173,ENSMUST00000172956.7,0.0001807229,0.0066596322,5.2253627141,7.5386048745
Dio3,ENSMUSG00000075707,ENSMUST00000173014.1,5.68598698495254E-07,5.22923244017172E-05,5.2185818093,7.5288220968
Sh2b1,ENSMUSG00000030733,ENSMUST00000205340.1,0.0018413588,0.0406256965,5.1989560813,7.5005081564
Rhno1,ENSMUSG00000048668,ENSMUST00000112151.1,8.81918891353603E-05,0.0037166181,5.1935657871,7.4927316056
Rabepk,ENSMUSG00000070953,ENSMUST00000118108.1,0.0002546086,0.0086513021,5.1934396486,7.4925496261
Rsrc1,ENSMUSG00000034544,ENSMUST00000162693.7,0.0005085064,0.0148823796,5.1889059662,7.486008905
Ikbkg,ENSMUSG00000004221,ENSMUST00000114128.7,0.0003167571,0.010212767,5.1652872891,7.4519343567
Mindy3,ENSMUSG00000026767,ENSMUST00000155530.7,0.0014064018,0.0332446769,5.1518064226,7.4324855775
Scn5a,ENSMUSG00000032511,ENSMUST00000138934.1,5.14410376820382E-09,8.59617062817226E-07,5.1494884303,7.4291414215
Ccnd3,ENSMUSG00000034165,ENSMUST00000183044.7,0.0023715953,0.0492668706,5.1441640378,7.4214599469
Nrcam,ENSMUSG00000020598,ENSMUST00000110748.3,0.0004106112,0.0125440069,5.1157881705,7.3805222239
Rgl3,ENSMUSG00000040146,ENSMUST00000045726.7,0.0009675118,0.0246997609,5.1056913586,7.3659556034
Dek,ENSMUSG00000021377,ENSMUST00000138401.1,0.0002019814,0.0072588595,5.0879057521,7.3402963971
Rassf7,ENSMUSG00000038618,ENSMUST00000209500.1,4.25912895228686E-06,0.0002933925,5.0690246502,7.313056725
Wnk1,ENSMUSG00000045962,ENSMUST00000177761.7,0.0003704302,0.0116179969,5.0177463583,7.2390777876
Synj2,ENSMUSG00000023805,ENSMUST00000115787.7,0.0002693513,0.0090420462,5.0063445716,7.2226284864
Dnajc1,ENSMUSG00000026740,ENSMUST00000028072.12,0.0008832885,0.0229815537,4.9944197421,7.205424594
Fpgs,ENSMUSG00000009566,ENSMUST00000130164.7,0.001589863,0.0365134343,4.9886205977,7.1970581972
Nln,ENSMUSG00000021710,ENSMUST00000224475.1,0.0001311756,0.0051396189,4.9756383582,7.1783287846
Gramd1a,ENSMUSG00000001248,ENSMUST00000188032.6,0.0021204562,0.0453846167,4.9456755407,7.1351015764
Utp23,ENSMUSG00000022313,ENSMUST00000059599.9,0.0002841473,0.0094095566,4.9292439337,7.1113957785
Acsl6,ENSMUSG00000020333,ENSMUST00000139484.1,5.49857409016035E-05,0.0025394592,4.9246174699,7.1047212022
Fgfr3,ENSMUSG00000054252,ENSMUST00000169212.8,0.0013045916,0.0313131533,4.9181315591,7.0953640107
Erc2,ENSMUSG00000040640,ENSMUST00000090302.5,0.0005362626,0.015546064,4.8995414804,7.0685441965
Slx4,ENSMUSG00000039738,ENSMUST00000040790.13,0.0021003138,0.0450627476,4.8898996722,7.0546340076
Nbl1,ENSMUSG00000041120,ENSMUST00000132940.1,1.46545339431895E-05,0.0008512002,4.878728741,7.0385177605
Aspscr1,ENSMUSG00000025142,ENSMUST00000135346.7,0.0004606504,0.0138052726,4.8571236753,7.0073482394
Slpi,ENSMUSG00000017002,ENSMUST00000109367.9,0.000029552,0.0015154464,4.8483078096,6.9946296337
Myl4,ENSMUSG00000061086,ENSMUST00000130588.7,0.000031593,0.0016061183,4.8331690249,6.9727889839
Pea15a,ENSMUSG00000013698,ENSMUST00000111247.7,0.0007206569,0.0197288676,4.8327035787,6.972117487
Rbm10,ENSMUSG00000031060,ENSMUST00000177738.7,0.0020850454,0.0448509499,4.8202479744,6.9541478485
Txndc9,ENSMUSG00000058407,ENSMUST00000192237.1,0.0016253578,0.0370408116,4.8153571045,6.9470918148
B4galnt3,ENSMUSG00000041372,ENSMUST00000212457.1,0.0011348145,0.0280254209,4.8077669668,6.9361415608
Deaf1,ENSMUSG00000058886,ENSMUST00000210062.1,5.17062794543475E-05,0.0024197756,4.7700815651,6.8817730186
Cnot6l,ENSMUSG00000034724,ENSMUST00000113005.8,0.0015968797,0.0366196997,4.7663127202,6.8763357248
Nln,ENSMUSG00000021710,ENSMUST00000224058.1,8.32910842175218E-05,0.0035524787,4.7572773125,6.8633003869
Ces2d-ps,ENSMUSG00000031884,ENSMUST00000043209.10,4.31563673854674E-05,0.0020769756,4.7290507916,6.8225781252
Gbp8,ENSMUSG00000034438,ENSMUST00000031235.12,0.0017160063,0.0384526245,4.710505625,6.7958231053
Scn5a,ENSMUSG00000032511,ENSMUST00000065196.12,2.57790047604381E-08,3.64157658446584E-06,4.7085424279,6.7929908105
Sorbs3,ENSMUSG00000022091,ENSMUST00000227259.1,0.0007164952,0.0196250789,4.6870651945,6.7620057125
Shkbp1,ENSMUSG00000089832,ENSMUST00000123190.7,0.0001854795,0.0067948863,4.6689862544,6.7359233152
Susd3,ENSMUSG00000021384,ENSMUST00000021816.11,0.0015006748,0.034958332,4.6372464914,6.6901325165
Mymx,ENSMUSG00000079471,ENSMUST00000113529.3,8.25922964024451E-05,0.0035283562,4.6327095194,6.6835870495
Nabp1,ENSMUSG00000026107,ENSMUST00000185534.1,0.0011616266,0.0285147562,4.6122981097,6.6541396099
4932438A13Rik,ENSMUSG00000037270,ENSMUST00000123916.7,0.0008166702,0.0217285129,4.5955960454,6.6300436247
Yeats4,ENSMUSG00000020171,ENSMUST00000218887.1,0.0002560025,0.008681959,4.5863624529,6.6167223666
Pop1,ENSMUSG00000022325,ENSMUST00000052290.13,0.0009336995,0.0239838097,4.5567118692,6.5739456164
Lig3,ENSMUSG00000020697,ENSMUST00000080461.11,0.0003141531,0.0101411523,4.55653721,6.5736936366
Cldn4,ENSMUSG00000047501,ENSMUST00000051401.3,0.000141735,0.0054883979,4.5522036708,6.5674416609
Mymx,ENSMUSG00000079471,ENSMUST00000169137.2,0.0003439224,0.0109158783,4.5397944377,6.549538922
Nrcam,ENSMUSG00000020598,ENSMUST00000220082.1,3.28051591693557E-05,0.0016581944,4.5271512826,6.5312987048
Arhgap28,ENSMUSG00000024043,ENSMUST00000164647.7,0.0009971993,0.0253490085,4.5071677916,6.5024686214
Runx1,ENSMUSG00000022952,ENSMUST00000189126.1,0.000003793,0.0002668368,4.487255628,6.4737414418
Srrm4,ENSMUSG00000063919,ENSMUST00000076124.6,0.0008689174,0.0227304494,4.4493965092,6.4191222788
Gm3379,ENSMUSG00000113625,ENSMUST00000222259.1,0.0004084635,0.0124929276,4.4445071592,6.4120684378
Slc15a4,ENSMUSG00000029416,ENSMUST00000152727.1,0.0003549343,0.01118497,4.4373077981,6.4016819552
Nrcam,ENSMUSG00000020598,ENSMUST00000218431.1,0.0018935573,0.0415007895,4.4240416043,6.3825428832
Dusp9,ENSMUSG00000031383,ENSMUST00000019701.8,3.54788198092816E-09,6.18499525990625E-07,4.4137970883,6.3677631707
Wnk1,ENSMUSG00000045962,ENSMUST00000160769.7,0.0011634403,0.0285328342,4.4111408807,6.3639310732
Nudt14,ENSMUSG00000002804,ENSMUST00000222932.1,0.0009526813,0.024379896,4.37987955,6.3188305065
Ssbp4,ENSMUSG00000070003,ENSMUST00000211197.1,0.0020022529,0.0435050637,4.3697087028,6.3041570757
Cplx3,ENSMUSG00000039714,ENSMUST00000045068.9,1.81715453809825E-06,0.0001430314,4.3517474631,6.2782444841
Slc10a4,ENSMUSG00000029219,ENSMUST00000201304.1,9.12404644050422E-05,0.0038087322,4.3500796276,6.2758383063
Krt18,ENSMUSG00000023043,ENSMUST00000023803.7,1.94620460160546E-37,1.47280423372638E-33,4.3459199663,6.2698371835
Nckap1l,ENSMUSG00000022488,ENSMUST00000229468.1,0.0017478307,0.0390172083,4.3377038438,6.2579838243
Tnpo1,ENSMUSG00000009470,ENSMUST00000179301.7,0.0006043149,0.0170550741,4.3082752391,6.2155273222
Aif1l,ENSMUSG00000001864,ENSMUST00000145137.1,3.03532053839631E-05,0.0015517333,4.3023708699,6.207009118
Gadd45a,ENSMUSG00000036390,ENSMUST00000126194.1,2.52424927861233E-09,4.5793512683538E-07,4.2965629777,6.1986301008
Dbi,ENSMUSG00000026385,ENSMUST00000112648.7,0.0015408292,0.0356118423,4.2613154583,6.1477786794
Vasp,ENSMUSG00000030403,ENSMUST00000206229.1,0.0009205523,0.0237411966,4.2568897111,6.1413936758
Alms1,ENSMUSG00000063810,ENSMUST00000213058.1,0.0012466321,0.0301889332,4.2373044586,6.1131381291
Tekt5,ENSMUSG00000039179,ENSMUST00000043415.12,0.0010370968,0.0261485632,4.21130675,6.0756313639
Vmp1,ENSMUSG00000018171,ENSMUST00000153971.1,0.0016237256,0.0370408116,4.195039952,6.0521633351
Rps6,ENSMUSG00000028495,ENSMUST00000123229.7,0.0016169969,0.0369690008,4.1728214786,6.0201088537
Rps6,ENSMUSG00000028495,ENSMUST00000123229.7,0.0016169969,0.0369690008,4.1728214786,6.0201088537
Slc39a14,ENSMUSG00000022094,ENSMUST00000139284.1,0.0020667897,0.0446509184,4.0817606344,5.8887358254
Gm15310,ENSMUSG00000089814,ENSMUST00000117891.1,0.0005433463,0.0157110731,4.0737897224,5.8772362302
Runx1,ENSMUSG00000022952,ENSMUST00000113956.9,5.55207874994948E-18,4.56526968240944E-15,3.87110876,5.5848294108
Tmem125,ENSMUSG00000050854,ENSMUST00000060214.9,9.33096873908072E-05,0.0038767797,3.86267536,5.5726625864
Orm3,ENSMUSG00000028359,ENSMUST00000006687.4,4.64940349720478E-07,4.43770903526899E-05,3.850119836,5.5545487942
Chrng,ENSMUSG00000026253,ENSMUST00000189392.1,1.29688915085163E-07,1.47742169866803E-05,3.7944096037,5.4741759183
Bpifb1,ENSMUSG00000027485,ENSMUST00000028987.6,0.0018744859,0.0412363541,3.7860407171,5.4621021671
Gcnt1,ENSMUSG00000038843,ENSMUST00000174236.7,5.74671405944483E-07,5.27201135058265E-05,3.7151433888,5.3598189432
Chrng,ENSMUSG00000026253,ENSMUST00000186038.1,1.89109032096398E-05,0.0010511724,3.7131479623,5.3569401513
Ttyh1,ENSMUSG00000030428,ENSMUST00000148951.7,0.0013432744,0.0319951768,3.6889351975,5.3220085157
Chrng,ENSMUSG00000026253,ENSMUST00000027470.13,1.47697132838259E-12,5.83877628197096E-10,3.6402126703,5.2517167673
Dppa5a,ENSMUSG00000060461,ENSMUST00000071991.5,0.0021167657,0.045323941,3.6019788473,5.1965570204
Agmat,ENSMUSG00000040706,ENSMUST00000038161.4,0.0012215862,0.0296976074,3.5795774852,5.1642386863
Awat2,ENSMUSG00000031220,ENSMUST00000147103.1,4.33564330524307E-06,0.0002975026,3.5717470542,5.1529417625
Serpina3m,ENSMUSG00000079012,ENSMUST00000168797.1,7.77844124903352E-05,0.0033829833,3.5265513324,5.0877381187
Cd101,ENSMUSG00000086564,ENSMUST00000167086.1,3.89173799619342E-05,0.0019053331,3.5117803107,5.066428039
Gdf5,ENSMUSG00000038259,ENSMUST00000040162.2,6.13888532562814E-09,9.94480649402138E-07,3.4899523379,5.0349369308
Adra1b,ENSMUSG00000050541,ENSMUST00000139906.1,3.10695175736537E-05,0.0015840669,3.4788135914,5.0188671164
Lman1l,ENSMUSG00000056271,ENSMUST00000093832.10,0.0009213235,0.0237495236,3.3995002816,4.9044421977
Gstp-ps,ENSMUSG00000103653,ENSMUST00000195526.1,0.0002159591,0.007635302,3.3935302293,4.8958292329
Gstp-ps,ENSMUSG00000111705,ENSMUST00000216994.1,0.0002159591,0.007635302,3.3935302293,4.8958292329
Ces2c,ENSMUSG00000061825,ENSMUST00000055052.5,3.33865549178724E-76,1.76858597366446E-71,3.3739957122,4.8676468819
Runx2,ENSMUSG00000039153,ENSMUST00000162816.7,0.0010620082,0.0266022329,3.3673852065,4.8581099382
Col25a1,ENSMUSG00000058897,ENSMUST00000106353.1,1.93924015140465E-11,0.000000006,3.3645698156,4.8540481876
Htr2b,ENSMUSG00000026228,ENSMUST00000027431.6,2.68408871784799E-16,1.77730289563202E-13,3.3640886836,4.8533540609
Aif1l,ENSMUSG00000001864,ENSMUST00000001920.12,1.3278877485185E-15,7.99343155707618E-13,3.2116056829,4.6333675921
Rrm2,ENSMUSG00000020649,ENSMUST00000020980.11,1.59745337912306E-27,4.02961418344219E-24,3.2027670168,4.6206160923
Adra1b,ENSMUSG00000050541,ENSMUST00000124306.1,0.000002872,0.0002118915,3.1369265531,4.5256283818
Adra1b,ENSMUSG00000050541,ENSMUST00000167574.1,0.000002872,0.0002118915,3.1369265531,4.5256283818
Hsf2bp,ENSMUSG00000002076,ENSMUST00000138172.1,3.13649889119165E-06,0.0002276024,3.094723022,4.4647415568
Pkhd1,ENSMUSG00000043760,ENSMUST00000088448.11,0.0002611843,0.0088181738,3.0686841582,4.4271754171
Runx1,ENSMUSG00000022952,ENSMUST00000023673.13,4.24061791881455E-22,5.75995520547085E-19,3.0663474013,4.4238041895
Gm3776,ENSMUSG00000111709,ENSMUST00000217203.1,0.0004738932,0.0141348777,3.054090703,4.4061215117
Orm1,ENSMUSG00000039196,ENSMUST00000030044.2,6.88544677178045E-06,0.000439904,2.9694709473,4.2840410098
Nrcam,ENSMUSG00000020598,ENSMUST00000020939.15,6.5957977272679E-13,2.72968119536377E-10,2.9665606546,4.2798423449
Chrm3,ENSMUSG00000046159,ENSMUST00000187510.6,3.24259314892503E-05,0.0016405911,2.8892684207,4.1683332224
Lcn2,ENSMUSG00000026822,ENSMUST00000050785.13,0.0002038639,0.0073066867,2.8540068612,4.1174615454
Blnk,ENSMUSG00000061132,ENSMUST00000117695.7,3.37501909790488E-10,7.98146815505872E-08,2.8104602607,4.0546370807
Hsf2bp,ENSMUSG00000002076,ENSMUST00000133308.1,3.23143059760919E-18,2.90133174656189E-15,2.8094948589,4.0532443004
Ifitm10,ENSMUSG00000045777,ENSMUST00000084412.5,2.68433530476305E-10,6.46351336814605E-08,2.7499592196,3.9673525287
Ncam1,ENSMUSG00000039542,ENSMUST00000192584.1,8.49393604518325E-05,0.0036024762,2.7030460906,3.8996711902
Slpi,ENSMUSG00000017002,ENSMUST00000165980.1,0.000139338,0.0054153724,2.7006736025,3.8962484133
Cdt1,ENSMUSG00000006585,ENSMUST00000006760.2,0.0007824067,0.0210494825,2.6476730283,3.8197847479
Atg9b,ENSMUSG00000038295,ENSMUST00000059401.6,0.0001994783,0.0071927279,2.5428987016,3.6686273462
Hsf2bp,ENSMUSG00000002076,ENSMUST00000002145.11,1.51266090383633E-07,1.68340727014542E-05,2.5416467545,3.6668211684
Sbsn,ENSMUSG00000046056,ENSMUST00000080518.13,1.40567321547967E-11,4.48570646045809E-09,2.541507052,3.6666196202
Tmem151a,ENSMUSG00000061451,ENSMUST00000077066.7,0.0009531493,0.024380096,2.5164949911,3.630534844
Chrnd,ENSMUSG00000026251,ENSMUST00000189970.1,0.0011904924,0.0290500259,2.5129282125,3.6253890703
Gdnf,ENSMUSG00000022144,ENSMUST00000022744.4,2.20516300488947E-09,4.1881687282605E-07,2.489991052,3.5922977426
Ckap2,ENSMUSG00000037725,ENSMUST00000046916.8,1.44536159074307E-06,0.000117974,2.4881764015,3.5896797553
Tnfrsf23,ENSMUSG00000037613,ENSMUST00000152703.1,0.0016521724,0.0374179266,2.4722637981,3.5667227212
Gm4813,ENSMUSG00000114822,ENSMUST00000225928.1,0.0005746419,0.0164454365,2.4373703586,3.5163821291
Pvr,ENSMUSG00000040511,ENSMUST00000160572.7,0.0001475574,0.0056682812,2.4264021243,3.5005583119
Kcnn3,ENSMUSG00000000794,ENSMUST00000000811.7,1.39046977062621E-48,1.47314710318765E-44,2.4057459192,3.4707577073
Ankrd1,ENSMUSG00000024803,ENSMUST00000025718.8,7.74045341101804E-08,9.49155181809858E-06,2.3810131352,3.4350758424
Tceal6,ENSMUSG00000031409,ENSMUST00000033783.1,3.12294002586887E-16,2.0423642221031E-13,2.369370088,3.4182784759
Aif1l,ENSMUSG00000001864,ENSMUST00000138833.7,0.000045209,0.0021600536,2.3645872195,3.4113782554
Chil3,ENSMUSG00000040809,ENSMUST00000063062.8,0.0006296728,0.0176298394,2.3535510466,3.3954564234
Peg3,ENSMUSG00000002265,ENSMUST00000155910.2,6.72797935607648E-18,5.40001894590059E-15,2.3162859336,3.3416942297
Ankrd10,ENSMUSG00000031508,ENSMUST00000211389.1,1.28921952870775E-19,1.36587652188471E-16,2.3059763709,3.3268206747
Dapk2,ENSMUSG00000032380,ENSMUST00000129442.1,4.27637615837837E-12,1.5106887338015E-09,2.3002554972,3.3185671986
Gdf6,ENSMUSG00000051279,ENSMUST00000057613.2,3.21340978878093E-06,0.0002315972,2.2872947736,3.299868827
Fau,ENSMUSG00000038274,ENSMUST00000179142.1,8.38890665311347E-11,0.000000023,2.2861845145,3.2982670617
Cxcr6,ENSMUSG00000048521,ENSMUST00000049810.8,1.0498814592089E-08,0.000001612,2.2800509173,3.2894181513
Tac4,ENSMUSG00000020872,ENSMUST00000021242.4,0.0002564056,0.0086900651,2.2752673354,3.2825169014
Aldh3b1,ENSMUSG00000024885,ENSMUST00000051803.6,8.85742432341337E-24,1.61794599546268E-20,2.2676276513,3.2714951671
Rpl3,ENSMUSG00000060036,ENSMUST00000081650.14,5.28952391772228E-08,6.75185422875909E-06,2.2512432245,3.2478574358
Gadd45a,ENSMUSG00000036390,ENSMUST00000043098.8,8.31378925950473E-11,0.000000023,2.2496328849,3.2455342068
Fam83c,ENSMUSG00000074647,ENSMUST00000029143.5,0.0005784194,0.01650895,2.2469115342,3.2416081277
Ncam1,ENSMUSG00000039542,ENSMUST00000194844.1,5.39358390787004E-09,8.92857251098749E-07,2.2458543836,3.2400829818
Cxcl13,ENSMUSG00000023078,ENSMUST00000023840.6,8.55189330475792E-07,0.000073902,2.2395593104,3.2310011109
Rin1,ENSMUSG00000024883,ENSMUST00000025818.7,4.78777396107132E-14,2.32681422054891E-11,2.236411503,3.2264597848
Eda2r,ENSMUSG00000034457,ENSMUST00000126283.7,2.92934757498614E-06,0.0002147523,2.2172017888,3.1987460253
Sbsn,ENSMUSG00000046056,ENSMUST00000182229.7,6.08822591378412E-09,9.94480649402138E-07,2.2145626325,3.1949385276
Myog,ENSMUSG00000026459,ENSMUST00000027730.5,1.5456195404351E-08,2.30636912437939E-06,2.2065372835,3.1833603965
Nptx1,ENSMUSG00000025582,ENSMUST00000026670.4,7.36948544683291E-16,4.57387936501884E-13,2.1890136405,3.1580791236
Gm16184,ENSMUSG00000089886,ENSMUST00000162324.1,0.001820296,0.0402784208,2.1828931288,3.1492490917
Rap1gap2,ENSMUSG00000038807,ENSMUST00000123440.1,4.0308149509561E-15,2.32091696083693E-12,2.1744480958,3.1370654845
Ampd3,ENSMUSG00000005686,ENSMUST00000143786.1,0.0017316486,0.0387049036,2.1700730145,3.1307535764
Blnk,ENSMUSG00000061132,ENSMUST00000054769.6,1.07807667021732E-09,2.27525718929969E-07,2.1665399782,3.1256564824
Apod,ENSMUSG00000022548,ENSMUST00000156456.7,0.0008713332,0.0227599273,2.1617985993,3.1188161186
Slc7a5,ENSMUSG00000040010,ENSMUST00000045557.9,2.88259207140769E-06,0.0002119898,2.160776816,3.1173419969
Nudt14,ENSMUSG00000002804,ENSMUST00000222793.1,0.0007086985,0.0194416806,2.139034856,3.0859749791
Kcnn3,ENSMUSG00000000794,ENSMUST00000124584.3,2.02734625231136E-69,5.36973065118448E-65,2.1386160519,3.0853707725
Sema4f,ENSMUSG00000000627,ENSMUST00000000641.14,0.0005821367,0.0165704219,2.1378906934,3.0843243014
Abhd15,ENSMUSG00000000686,ENSMUST00000094004.4,2.86162049135516E-06,0.000211716,2.137054387,3.0831177662
Hip1r,ENSMUSG00000000915,ENSMUST00000198664.4,0.000191601,0.0069709327,2.1222088289,3.0617001531
Atp13a3,ENSMUSG00000022533,ENSMUST00000136065.1,0.0001349168,0.0052706117,2.1218134259,3.0611297072
Krt80,ENSMUSG00000037185,ENSMUST00000077196.5,5.64294800212894E-14,2.64534411076793E-11,2.1185600759,3.0564361154
Qrfp,ENSMUSG00000043102,ENSMUST00000057407.2,0.0016865742,0.0379536502,2.0731151751,2.9908729823
Slc37a2,ENSMUSG00000032122,ENSMUST00000161114.1,1.79596671531781E-10,4.56813214584209E-08,2.0589866396,2.9704898143
Myod1,ENSMUSG00000009471,ENSMUST00000072514.2,4.24302102506354E-07,4.13171971986564E-05,2.0490513507,2.9561562222
Tgif1,ENSMUSG00000047407,ENSMUST00000166395.8,1.74504071244722E-05,0.0009823596,2.0415855114,2.9453852929
Tiam2,ENSMUSG00000023800,ENSMUST00000227405.1,3.43291505198734E-10,8.08230262439667E-08,2.041387216,2.9450992131
Mt2,ENSMUSG00000031762,ENSMUST00000212806.1,9.00464681375848E-05,0.0037707759,2.0336540696,2.9339426411
Slc39a14,ENSMUSG00000022094,ENSMUST00000146453.1,1.1747794405557E-10,3.12721564344507E-08,2.0327677109,2.9326638957
Fbxl2,ENSMUSG00000032507,ENSMUST00000143180.7,0.0009794487,0.0249563914,1.9849071263,2.8636156677
Arhgdig,ENSMUSG00000073433,ENSMUST00000025019.8,1.40587376198939E-16,9.42700642960305E-14,1.9702276245,2.8424376233
Cgref1,ENSMUSG00000029161,ENSMUST00000031051.7,8.44116457412953E-05,0.0035829632,1.9614025093,2.8297056733
Zfp697,ENSMUSG00000050064,ENSMUST00000056096.14,0.0002327654,0.00807484,1.9504926164,2.813966025
Ncl,ENSMUSG00000026234,ENSMUST00000185785.1,6.76156363097187E-07,5.9896372947069E-05,1.9493495928,2.8123169906
Syt4,ENSMUSG00000024261,ENSMUST00000025110.3,5.72763966846064E-11,1.62251473880944E-08,1.945721677,2.8070830143
Uqcc1,ENSMUSG00000005882,ENSMUST00000109636.10,2.16391189916877E-07,2.31106663376346E-05,1.9437162877,2.8041898491
Pvr,ENSMUSG00000040511,ENSMUST00000159261.1,0.0023958074,0.049633596,1.9395522123,2.7981823583
Ces2g,ENSMUSG00000031877,ENSMUST00000043183.7,4.49902295007191E-13,1.90661394187328E-10,1.9335006255,2.789451764
Baalc,ENSMUSG00000022296,ENSMUST00000163313.2,3.44286116630699E-05,0.0017173134,1.9321636477,2.7875229127
Baalc,ENSMUSG00000107249,ENSMUST00000202657.3,3.44286116630699E-05,0.0017173134,1.9321636477,2.7875229127
Lgals3,ENSMUSG00000050335,ENSMUST00000150290.8,0.0002943374,0.0096544503,1.9285251798,2.7822737131
Hmga2,ENSMUSG00000056758,ENSMUST00000072777.13,8.34636897867981E-05,0.0035569767,1.9280209036,2.7815461963
Mt2,ENSMUSG00000031762,ENSMUST00000034214.7,3.30896696280662E-11,0.00000001,1.9242650581,2.7761276566
Chrnb1,ENSMUSG00000041189,ENSMUST00000129381.1,0.0001782598,0.0065988505,1.9240497707,2.7758170626
Slc9a3r1,ENSMUSG00000020733,ENSMUST00000021077.3,0.0002161052,0.007635302,1.922200957,2.7731497883
Otog,ENSMUSG00000009487,ENSMUST00000209802.1,0.0023911111,0.0495750797,1.9064061469,2.7503626941
Baiap2l1,ENSMUSG00000038859,ENSMUST00000055190.7,1.56078996338734E-09,0.000000318,1.8949767442,2.7338735515
Cpne2,ENSMUSG00000034361,ENSMUST00000048653.9,0.0021527343,0.0458163092,1.8863097244,2.721369685
Scn3a,ENSMUSG00000057182,ENSMUST00000100069.8,4.3120502604269E-06,0.0002962675,1.8712395045,2.6996279534
